date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:44:49	274/274	---MC-	200	added ('OK')	text/plain	date:Sat,%2028%20Jun%202025%2006:44:47%20GMT	https://tastebudzgenetics.com/robots.txt		(from )
23:44:50	394331/394331	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Jun%202025%2006:44:47%20GMT	https://tastebudzgenetics.com/	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/index.html	(from )
23:44:51	45738/45738	---M--	200	added ('OK')	text/css	etag:%22b2aa-637bfcde79800%22	https://tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.11.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/main.min80dd.css	(from https://tastebudzgenetics.com/)
23:44:52	11256/11256	---M--	200	added ('OK')	text/css	etag:%222bf8-5b075c75d5c80%22	https://tastebudzgenetics.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://tastebudzgenetics.com/)
23:44:52	4186/4186	---M--	200	added ('OK')	text/css	etag:%22105a-58ac1e7924f80%22	https://tastebudzgenetics.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.8.1	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-includes/js/mediaelement/wp-mediaelement.min0899.css	(from https://tastebudzgenetics.com/)
23:44:53	2392/2392	---MCZ	200	added ('OK')	text/css	etag:8056d6cc32446b3d8e3969da6be7067c	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_64ac31699f5326cb3c76122498b76f66.php?ver=6.1	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_64ac31699f5326cb3c76122498b76f669b2d.css	(from https://tastebudzgenetics.com/)
23:44:54	882/882	---M--	200	added ('OK')	text/css	etag:%22372-637bfcde778bf%22	https://tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7-main.min.css?ver=4.11.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7-main.min80dd.css	(from https://tastebudzgenetics.com/)
23:44:54	211095/211095	---MC-	200	added ('OK')	application/rss+xml	etag:%2299e5d191ffb0ec7456ca854a41ed0398%22	https://tastebudzgenetics.com/feed/	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/feed/index.html	(from https://tastebudzgenetics.com/)
23:44:54	12882/12882	---MC-	200	added ('OK')	application/rss+xml	etag:%2299e5d191ffb0ec7456ca854a41ed0398%22	https://tastebudzgenetics.com/comments/feed/	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/comments/feed/index.html	(from https://tastebudzgenetics.com/)
23:44:55	713/713	---MCZ	200	added ('OK')	text/css	etag:615d4212f4b0b1b715494d7764869b69	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_a0b823f7ab1f0a3a563fb10c3664d2a6.php?ver=2.2.12	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_a0b823f7ab1f0a3a563fb10c3664d2a6b212.css	(from https://tastebudzgenetics.com/)
23:44:55	27788/27788	---MCZ	200	added ('OK')	text/css	etag:1db8505f2b27669a8c1dd505033b5543	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_85b760a593b1707a7193bf578765f1c6.php?ver=1.1.33	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_85b760a593b1707a7193bf578765f1c62207.css	(from https://tastebudzgenetics.com/)
23:44:58	16313/16313	---M--	200	added ('OK')	text/css	etag:%223fb9-637bfcde78860%22	https://tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min.css?ver=4.11.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min80dd.css	(from https://tastebudzgenetics.com/)
23:44:58	6005/6005	---M--	200	added ('OK')	text/css	etag:%221775-637bfcde78860%22	https://tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min.css?ver=4.11.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min80dd.css	(from https://tastebudzgenetics.com/)
23:44:59	523/523	---MCZ	200	added ('OK')	text/css	etag:d0329ac0e32109c86c2ef940c8a3e374	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_4f2c5e731c4b94dc59f63d6d6705eb1e.php?ver=1.1.7	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_4f2c5e731c4b94dc59f63d6d6705eb1e5a2c.css	(from https://tastebudzgenetics.com/)
23:44:59	118174/118174	---M--	200	added ('OK')	text/css	etag:%221cd9e-637bfcde78860%22	https://tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.11.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min80dd.css	(from https://tastebudzgenetics.com/)
23:44:59	13935/13935	---M--	200	added ('OK')	text/css	etag:%22366f-63312ddf3b09f%22	https://tastebudzgenetics.com/wp-content/plugins/woo-multi-currency/css/woo-multi-currency.min.css?ver=2.2.8	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woo-multi-currency/css/woo-multi-currency.min7888.css	(from https://tastebudzgenetics.com/)
23:44:59	14739/14739	---M--	200	added ('OK')	text/css	etag:%223993-63312ddf3915f%22	https://tastebudzgenetics.com/wp-content/plugins/woo-multi-currency/css/flags-64.min.css?ver=2.2.8	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woo-multi-currency/css/flags-64.min7888.css	(from https://tastebudzgenetics.com/)
23:45:00	2279/2279	---MCZ	200	added ('OK')	text/css	etag:cc46d6ffdc1ea1f277888438c40fa192	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_48d56016b20f151be4f24ba6d0eb1be4.php?ver=9.9.5	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_48d56016b20f151be4f24ba6d0eb1be4daac.css	(from https://tastebudzgenetics.com/)
23:45:00	90723/90723	---MCZ	200	added ('OK')	text/css	etag:bb1075bf3d8dce022cb65b005a2fe8d3	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_c712f0331e803005c5a8c54764884cb5.php?ver=4.1.6	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_c712f0331e803005c5a8c54764884cb53d81.css	(from https://tastebudzgenetics.com/)
23:45:00	53358/53358	---M--	200	added ('OK')	text/css	etag:%22d06e-636c458874f70%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/frontend.min2801.css	(from https://tastebudzgenetics.com/)
23:45:01	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-636c458877e50%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-image.min2801.css	(from https://tastebudzgenetics.com/)
23:45:01	600/600	---M--	200	added ('OK')	text/css	etag:%22258-636c458877e50%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-heading.min2801.css	(from https://tastebudzgenetics.com/)
23:45:01	6798/6798	---M--	200	added ('OK')	text/css	etag:%221a8e-636ce679b6650%22	https://tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min2801.css	(from https://tastebudzgenetics.com/)
23:45:01	77/77	---M--	200	added ('OK')	text/css	etag:%224d-636c4588aaad5%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min2801.css	(from https://tastebudzgenetics.com/)
23:45:02	995/995	---M--	200	added ('OK')	text/css	etag:%223e3-636ce679b6650%22	https://tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min2801.css	(from https://tastebudzgenetics.com/)
23:45:02	21178/21178	---M--	200	added ('OK')	text/css	etag:%2252ba-636c4588aca15%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.40.0	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minf531.css	(from https://tastebudzgenetics.com/)
23:45:02	1723/1723	---MCZ	200	added ('OK')	text/css	etag:c8e1d29b885c70dba426a7973e22fba8	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_4f821de1ed5c0c0e68b9fecc297bd14b.php?ver=1745160634	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_4f821de1ed5c0c0e68b9fecc297bd14b31c2.css	(from https://tastebudzgenetics.com/)
23:45:03	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-636c4588b0896%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min2801.css	(from https://tastebudzgenetics.com/)
23:45:03	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-636c4588b0896%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min2801.css	(from https://tastebudzgenetics.com/)
23:45:03	639/639	---M--	200	added ('OK')	text/css	etag:%2227f-636ce679b75f0%22	https://tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min2801.css	(from https://tastebudzgenetics.com/)
23:45:03	5150/5150	---M--	200	added ('OK')	text/css	etag:%22141e-636c458877e50%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2801.css	(from https://tastebudzgenetics.com/)
23:45:04	7025/7025	---M--	200	added ('OK')	text/css	etag:%221b71-636c458873fd0%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min2801.css	(from https://tastebudzgenetics.com/)
23:45:04	2364/2364	---M--	200	added ('OK')	text/css	etag:%2293c-636ce679b6650%22	https://tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/widget-woocommerce-products.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor-pro/assets/css/widget-woocommerce-products.min2801.css	(from https://tastebudzgenetics.com/)
23:45:04	1409/1409	---M--	200	added ('OK')	text/css	etag:%22581-636c458877e50%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-image-box.min2801.css	(from https://tastebudzgenetics.com/)
23:45:04	358/358	---M--	200	added ('OK')	text/css	etag:%22166-636c4588aaad5%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min2801.css	(from https://tastebudzgenetics.com/)
23:45:05	10071/10071	---M--	200	added ('OK')	text/css	etag:%222757-636c458877e50%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min2801.css	(from https://tastebudzgenetics.com/)
23:45:05	1833/1833	---M--	200	added ('OK')	text/css	etag:%22729-636c458877e50%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/css/widget-spacer.min2801.css	(from https://tastebudzgenetics.com/)
23:45:05	34551/34551	---MCZ	200	added ('OK')	text/css	etag:237294e200f0451ea0db7aaad46351be	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_e919db2022858ed2aa7d9c2bb2d70eb6.php?ver=1748797486	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_e919db2022858ed2aa7d9c2bb2d70eb632dd.css	(from https://tastebudzgenetics.com/)
23:45:06	4514/4514	---MCZ	200	added ('OK')	text/css	etag:721f2bed5bfa797f5d574b06d569d0d7	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_e0b298c500ca91f01c31742e134845a8.php?ver=1745926293	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_e0b298c500ca91f01c31742e134845a8b22a.css	(from https://tastebudzgenetics.com/)
23:45:06	4534/4534	---MCZ	200	added ('OK')	text/css	etag:ddcaa31497df7369fd118ebadb15c6fe	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_add013e52a46fe415fdf05a068c9b916.php?ver=1745837724	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_add013e52a46fe415fdf05a068c9b9162aa0.css	(from https://tastebudzgenetics.com/)
23:45:07	14915/14915	---MCZ	200	added ('OK')	text/css	etag:7a4240b56713aa46a6bef19abddb6bb6	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_09d49a92222b00eef25ef4d740d6f090.php?ver=3.0.15	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_09d49a92222b00eef25ef4d740d6f090c3cf.css	(from https://tastebudzgenetics.com/)
23:45:07	666/666	---M--	200	added ('OK')	text/css	etag:%2229a-638428f84fe78%22	https://tastebudzgenetics.com/wp-content/plugins/back-in-stock-notifier-for-woocommerce/assets/css/frontend.min.css?ver=5.9.0	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/back-in-stock-notifier-for-woocommerce/assets/css/frontend.minad76.css	(from https://tastebudzgenetics.com/)
23:45:07	37370/37370	---M--	200	added ('OK')	text/css	etag:%2291fa-638428f84eed8%22	https://tastebudzgenetics.com/wp-content/plugins/back-in-stock-notifier-for-woocommerce/assets/css/bootstrap.min.css?ver=5.9.0	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/back-in-stock-notifier-for-woocommerce/assets/css/bootstrap.minad76.css	(from https://tastebudzgenetics.com/)
23:45:08	14616/14616	---MCZ	200	added ('OK')	text/css	etag:a56a82df6aac53c54706c5381f1a9a2a	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_1ee3e344a19058bdc8dd6a06d546814f.php?ver=1742241199	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_1ee3e344a19058bdc8dd6a06d546814ffa7a.css	(from https://tastebudzgenetics.com/)
23:45:08	55603/55603	---MCZ	200	added ('OK')	text/css	etag:b50fce7caf8a6723b5c8228a96cf8a0a	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_eca58f7374e20c0be3cf641f9a90cdb5.php?ver=1745000468	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_eca58f7374e20c0be3cf641f9a90cdb5fe35.css	(from https://tastebudzgenetics.com/)
23:45:09	33300/33300	---MCZ	200	added ('OK')	text/css	etag:adf95c2b8fc55dd1eded5da74a55aceb	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_282a64e229babada000bd62de8c88bc3.php?ver=1742241203	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_282a64e229babada000bd62de8c88bc35fad.css	(from https://tastebudzgenetics.com/)
23:45:09	58071/58071	---M--	200	added ('OK')	text/css	etag:%22e2d7-636c4588b0896%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://tastebudzgenetics.com/)
23:45:09	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-636c4588b0896%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://tastebudzgenetics.com/)
23:45:10	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-636c4588b0896%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://tastebudzgenetics.com/)
23:45:10	677/677	---M--	200	added ('OK')	text/css	etag:%222a5-636c4588b0896%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://tastebudzgenetics.com/)
23:45:11	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0%22	https://tastebudzgenetics.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://tastebudzgenetics.com/)
23:45:11	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100%22	https://tastebudzgenetics.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://tastebudzgenetics.com/)
23:45:12	9636/9636	---M--	200	added ('OK')	text/javascript	etag:%2225a4-638429004ddc1%22	https://tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.9.5	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min86fd.js	(from https://tastebudzgenetics.com/)
23:45:12	4035/4035	---M--	200	added ('OK')	text/javascript	etag:%22fc3-638429004ce21%22	https://tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.9.5	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mindaac.js	(from https://tastebudzgenetics.com/)
23:45:12	1720/1720	---M--	200	added ('OK')	text/javascript	etag:%226b8-638429004ed61%22	https://tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.9.5	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min0333.js	(from https://tastebudzgenetics.com/)
23:45:13	3889/3889	---M--	200	added ('OK')	text/javascript	etag:%22f31-638429004ddc1%22	https://tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.9.5	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mindaac.js	(from https://tastebudzgenetics.com/)
23:45:13	2141/2141	---MCZ	200	added ('OK')	text/javascript	etag:f4614aba987175e4d16db60f6b0e0f43	https://tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_570b463d6208c78d05a6dc59334e3d7e.php?ver=1.1.33	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/cache/autoptimize/autoptimize_single_570b463d6208c78d05a6dc59334e3d7e2207.php	(from https://tastebudzgenetics.com/)
23:45:14	5171/5171	---M--	200	added ('OK')	text/javascript	etag:%221433-63312ddf41dff%22	https://tastebudzgenetics.com/wp-content/plugins/woo-multi-currency/js/woo-multi-currency.min.js?ver=2.2.8	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/woo-multi-currency/js/woo-multi-currency.min7888.js	(from https://tastebudzgenetics.com/)
23:45:15	10095/10095	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ade951-276f%22	https://stats.wp.com/s-202526.js	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/stats.wp.com/s-202526.js	(from https://tastebudzgenetics.com/)
23:45:15	15073/15073	---M--	200	added ('OK')	text/javascript	etag:%223ae1-636c4588b4716%22	https://tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.29.2	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min2801.js	(from https://tastebudzgenetics.com/)
23:45:18	145913/145913	---MC-	200	added ('OK')	application/json	date:Sat,%2028%20Jun%202025%2006:45:15%20GMT	https://tastebudzgenetics.com/wp-json/wp/v2/pages/95	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-json/wp/v2/pages/95.json	(from https://tastebudzgenetics.com/)
23:45:19	2101429/2101429	---MC-	200	added ('OK')	application/json	date:Sat,%2028%20Jun%202025%2006:45:15%20GMT	https://tastebudzgenetics.com/wp-json/	C:/Users/HP/Documents/File/WEBSITE/TASTE_BUDZ/tastebudzgenetics.com/wp-json/index.html	(from https://tastebudzgenetics.com/)
